timestamp_unix,timestamp_iso,participant_full_id,accelerometers_std_g,missing_value_reason
1770605040000,2026-02-09T02:44:00Z,1788-1-1-GV,,device_not_recording
1770605100000,2026-02-09T02:45:00Z,1788-1-1-GV,,device_not_recording
1770605160000,2026-02-09T02:46:00Z,1788-1-1-GV,,device_not_recording
1770605220000,2026-02-09T02:47:00Z,1788-1-1-GV,,device_not_recording
1770605280000,2026-02-09T02:48:00Z,1788-1-1-GV,,device_not_recording
1770605340000,2026-02-09T02:49:00Z,1788-1-1-GV,,device_not_recording
1770605400000,2026-02-09T02:50:00Z,1788-1-1-GV,,device_not_recording
1770605460000,2026-02-09T02:51:00Z,1788-1-1-GV,,device_not_recording
1770605520000,2026-02-09T02:52:00Z,1788-1-1-GV,,device_not_recording
1770605580000,2026-02-09T02:53:00Z,1788-1-1-GV,,device_not_recording
1770605640000,2026-02-09T02:54:00Z,1788-1-1-GV,,device_not_recording
1770605700000,2026-02-09T02:55:00Z,1788-1-1-GV,,device_not_recording
1770605760000,2026-02-09T02:56:00Z,1788-1-1-GV,,device_not_recording
1770605820000,2026-02-09T02:57:00Z,1788-1-1-GV,,device_not_recording
1770605880000,2026-02-09T02:58:00Z,1788-1-1-GV,,device_not_recording
1770605940000,2026-02-09T02:59:00Z,1788-1-1-GV,,device_not_recording
1770606000000,2026-02-09T03:00:00Z,1788-1-1-GV,,device_not_recording
1770606060000,2026-02-09T03:01:00Z,1788-1-1-GV,,device_not_recording
1770606120000,2026-02-09T03:02:00Z,1788-1-1-GV,,device_not_recording
1770606180000,2026-02-09T03:03:00Z,1788-1-1-GV,,device_not_recording
1770606240000,2026-02-09T03:04:00Z,1788-1-1-GV,,device_not_recording
1770606300000,2026-02-09T03:05:00Z,1788-1-1-GV,,device_not_recording
1770606360000,2026-02-09T03:06:00Z,1788-1-1-GV,,device_not_recording
1770606420000,2026-02-09T03:07:00Z,1788-1-1-GV,,device_not_recording
1770606480000,2026-02-09T03:08:00Z,1788-1-1-GV,,device_not_recording
1770606540000,2026-02-09T03:09:00Z,1788-1-1-GV,,device_not_recording
1770606600000,2026-02-09T03:10:00Z,1788-1-1-GV,,device_not_recording
1770606660000,2026-02-09T03:11:00Z,1788-1-1-GV,,device_not_recording
1770606720000,2026-02-09T03:12:00Z,1788-1-1-GV,,device_not_recording
1770606780000,2026-02-09T03:13:00Z,1788-1-1-GV,,device_not_recording
1770606840000,2026-02-09T03:14:00Z,1788-1-1-GV,,device_not_recording
1770606900000,2026-02-09T03:15:00Z,1788-1-1-GV,,device_not_recording
1770606960000,2026-02-09T03:16:00Z,1788-1-1-GV,,device_not_recording
1770607020000,2026-02-09T03:17:00Z,1788-1-1-GV,,device_not_recording
1770607080000,2026-02-09T03:18:00Z,1788-1-1-GV,,device_not_recording
1770607140000,2026-02-09T03:19:00Z,1788-1-1-GV,,device_not_recording
1770607200000,2026-02-09T03:20:00Z,1788-1-1-GV,,device_not_recording
1770607260000,2026-02-09T03:21:00Z,1788-1-1-GV,,device_not_recording
1770607320000,2026-02-09T03:22:00Z,1788-1-1-GV,,device_not_recording
1770607380000,2026-02-09T03:23:00Z,1788-1-1-GV,,device_not_recording
1770607440000,2026-02-09T03:24:00Z,1788-1-1-GV,,device_not_recording
1770607500000,2026-02-09T03:25:00Z,1788-1-1-GV,,device_not_recording
1770607560000,2026-02-09T03:26:00Z,1788-1-1-GV,,device_not_recording
1770607620000,2026-02-09T03:27:00Z,1788-1-1-GV,,device_not_recording
1770607680000,2026-02-09T03:28:00Z,1788-1-1-GV,,device_not_recording
1770607740000,2026-02-09T03:29:00Z,1788-1-1-GV,,device_not_recording
1770607800000,2026-02-09T03:30:00Z,1788-1-1-GV,,device_not_recording
1770607860000,2026-02-09T03:31:00Z,1788-1-1-GV,,device_not_recording
1770607920000,2026-02-09T03:32:00Z,1788-1-1-GV,,device_not_recording
1770607980000,2026-02-09T03:33:00Z,1788-1-1-GV,,device_not_recording
1770608040000,2026-02-09T03:34:00Z,1788-1-1-GV,,device_not_recording
1770608100000,2026-02-09T03:35:00Z,1788-1-1-GV,,device_not_recording
1770608160000,2026-02-09T03:36:00Z,1788-1-1-GV,,device_not_recording
1770608220000,2026-02-09T03:37:00Z,1788-1-1-GV,,device_not_recording
1770608280000,2026-02-09T03:38:00Z,1788-1-1-GV,,device_not_recording
1770608340000,2026-02-09T03:39:00Z,1788-1-1-GV,,device_not_recording
1770608400000,2026-02-09T03:40:00Z,1788-1-1-GV,,device_not_recording
1770608460000,2026-02-09T03:41:00Z,1788-1-1-GV,,device_not_recording
1770608520000,2026-02-09T03:42:00Z,1788-1-1-GV,,device_not_recording
1770608580000,2026-02-09T03:43:00Z,1788-1-1-GV,,device_not_recording
1770608640000,2026-02-09T03:44:00Z,1788-1-1-GV,,device_not_recording
1770608700000,2026-02-09T03:45:00Z,1788-1-1-GV,,device_not_recording
1770608760000,2026-02-09T03:46:00Z,1788-1-1-GV,,device_not_recording
1770608820000,2026-02-09T03:47:00Z,1788-1-1-GV,,device_not_recording
1770608880000,2026-02-09T03:48:00Z,1788-1-1-GV,,device_not_recording
1770608940000,2026-02-09T03:49:00Z,1788-1-1-GV,,device_not_recording
1770609000000,2026-02-09T03:50:00Z,1788-1-1-GV,,device_not_recording
1770609060000,2026-02-09T03:51:00Z,1788-1-1-GV,,device_not_recording
1770609120000,2026-02-09T03:52:00Z,1788-1-1-GV,,device_not_recording
1770609180000,2026-02-09T03:53:00Z,1788-1-1-GV,,device_not_recording
1770609240000,2026-02-09T03:54:00Z,1788-1-1-GV,,device_not_recording
1770609300000,2026-02-09T03:55:00Z,1788-1-1-GV,,device_not_recording
1770609360000,2026-02-09T03:56:00Z,1788-1-1-GV,,device_not_recording
1770609420000,2026-02-09T03:57:00Z,1788-1-1-GV,,device_not_recording
1770609480000,2026-02-09T03:58:00Z,1788-1-1-GV,,device_not_recording
1770609540000,2026-02-09T03:59:00Z,1788-1-1-GV,,device_not_recording
1770609600000,2026-02-09T04:00:00Z,1788-1-1-GV,,device_not_recording
1770609660000,2026-02-09T04:01:00Z,1788-1-1-GV,,device_not_recording
1770609720000,2026-02-09T04:02:00Z,1788-1-1-GV,,device_not_recording
1770609780000,2026-02-09T04:03:00Z,1788-1-1-GV,,device_not_recording
1770609840000,2026-02-09T04:04:00Z,1788-1-1-GV,,device_not_recording
1770609900000,2026-02-09T04:05:00Z,1788-1-1-GV,,device_not_recording
1770609960000,2026-02-09T04:06:00Z,1788-1-1-GV,,device_not_recording
1770610020000,2026-02-09T04:07:00Z,1788-1-1-GV,,device_not_recording
1770610080000,2026-02-09T04:08:00Z,1788-1-1-GV,,device_not_recording
1770610140000,2026-02-09T04:09:00Z,1788-1-1-GV,,device_not_recording
1770610200000,2026-02-09T04:10:00Z,1788-1-1-GV,,device_not_recording
1770610260000,2026-02-09T04:11:00Z,1788-1-1-GV,,device_not_recording
1770610320000,2026-02-09T04:12:00Z,1788-1-1-GV,,device_not_recording
1770610380000,2026-02-09T04:13:00Z,1788-1-1-GV,,device_not_recording
1770610440000,2026-02-09T04:14:00Z,1788-1-1-GV,,device_not_recording
1770610500000,2026-02-09T04:15:00Z,1788-1-1-GV,,device_not_recording
1770610560000,2026-02-09T04:16:00Z,1788-1-1-GV,,device_not_recording
1770610620000,2026-02-09T04:17:00Z,1788-1-1-GV,,device_not_recording
1770610680000,2026-02-09T04:18:00Z,1788-1-1-GV,,device_not_recording
1770610740000,2026-02-09T04:19:00Z,1788-1-1-GV,,device_not_recording
1770610800000,2026-02-09T04:20:00Z,1788-1-1-GV,,device_not_recording
1770610860000,2026-02-09T04:21:00Z,1788-1-1-GV,,device_not_recording
1770610920000,2026-02-09T04:22:00Z,1788-1-1-GV,,device_not_recording
1770610980000,2026-02-09T04:23:00Z,1788-1-1-GV,,device_not_recording
1770611040000,2026-02-09T04:24:00Z,1788-1-1-GV,,device_not_recording
1770611100000,2026-02-09T04:25:00Z,1788-1-1-GV,,device_not_recording
1770611160000,2026-02-09T04:26:00Z,1788-1-1-GV,,device_not_recording
1770611220000,2026-02-09T04:27:00Z,1788-1-1-GV,,device_not_recording
1770611280000,2026-02-09T04:28:00Z,1788-1-1-GV,,device_not_recording
1770611340000,2026-02-09T04:29:00Z,1788-1-1-GV,,device_not_recording
1770611400000,2026-02-09T04:30:00Z,1788-1-1-GV,,device_not_recording
1770611460000,2026-02-09T04:31:00Z,1788-1-1-GV,,device_not_recording
1770611520000,2026-02-09T04:32:00Z,1788-1-1-GV,,device_not_recording
1770611580000,2026-02-09T04:33:00Z,1788-1-1-GV,,device_not_recording
1770611640000,2026-02-09T04:34:00Z,1788-1-1-GV,,device_not_recording
1770611700000,2026-02-09T04:35:00Z,1788-1-1-GV,,device_not_recording
1770611760000,2026-02-09T04:36:00Z,1788-1-1-GV,,device_not_recording
1770611820000,2026-02-09T04:37:00Z,1788-1-1-GV,,device_not_recording
1770611880000,2026-02-09T04:38:00Z,1788-1-1-GV,,device_not_recording
1770611940000,2026-02-09T04:39:00Z,1788-1-1-GV,,device_not_recording
1770612000000,2026-02-09T04:40:00Z,1788-1-1-GV,,device_not_recording
1770612060000,2026-02-09T04:41:00Z,1788-1-1-GV,,device_not_recording
1770612120000,2026-02-09T04:42:00Z,1788-1-1-GV,,device_not_recording
1770612180000,2026-02-09T04:43:00Z,1788-1-1-GV,,device_not_recording
1770612240000,2026-02-09T04:44:00Z,1788-1-1-GV,,device_not_recording
1770612300000,2026-02-09T04:45:00Z,1788-1-1-GV,,device_not_recording
1770612360000,2026-02-09T04:46:00Z,1788-1-1-GV,,device_not_recording
1770612420000,2026-02-09T04:47:00Z,1788-1-1-GV,,device_not_recording
1770612480000,2026-02-09T04:48:00Z,1788-1-1-GV,,device_not_recording
1770612540000,2026-02-09T04:49:00Z,1788-1-1-GV,,device_not_recording
1770612600000,2026-02-09T04:50:00Z,1788-1-1-GV,,device_not_recording
1770612660000,2026-02-09T04:51:00Z,1788-1-1-GV,,device_not_recording
1770612720000,2026-02-09T04:52:00Z,1788-1-1-GV,,device_not_recording
1770612780000,2026-02-09T04:53:00Z,1788-1-1-GV,,device_not_recording
1770612840000,2026-02-09T04:54:00Z,1788-1-1-GV,,device_not_recording
1770612900000,2026-02-09T04:55:00Z,1788-1-1-GV,,device_not_recording
1770612960000,2026-02-09T04:56:00Z,1788-1-1-GV,,device_not_recording
1770613020000,2026-02-09T04:57:00Z,1788-1-1-GV,,device_not_recording
1770613080000,2026-02-09T04:58:00Z,1788-1-1-GV,,device_not_recording
1770613140000,2026-02-09T04:59:00Z,1788-1-1-GV,,device_not_recording
